Associated Gene Name	Ensembl Gene ID	CD4 naive	CD4 tcr	CD4 Th1	CD8 tcr	CD8 naive
Stau1	ENSMUSG00000039536	2325	12763	24055	34055	2267
Myo9a	ENSMUSG00000039585	3319	717	2050	637	102
Stub1	ENSMUSG00000039615	6062	44257	100248	150393	11232
Prex1	ENSMUSG00000039621	5310	3816	84200	15729	11815
Ap5z1	ENSMUSG00000039623	1320	734	1852	1970	666
Hnrnpu	ENSMUSG00000039630	771040	1517610	1562254	2172264	817015
Coro7	ENSMUSG00000039637	122110	136065	233463	92718	95504
Ccbl1	ENSMUSG00000039648	8534	4304	795	2467	1006
Rxrb	ENSMUSG00000039656	2698	5455	7737	22474	3677
D2Wsu81e	ENSMUSG00000039660	10427	28241	62178	167298	20875
Zmynd8	ENSMUSG00000039671	6480	10549	22596	16931	10306
Tbc1d13	ENSMUSG00000039678	6765	12821	24080	23990	8761
Mrps6	ENSMUSG00000039680	17857	54737	75260	124038	10210
Lap3	ENSMUSG00000039682	28691	336435	314883	634032	78425
Zer1	ENSMUSG00000039686	1586	193	4204	1944	1720
Ncoa7	ENSMUSG00000039697	337	1367	1475	3270	982
Nploc4	ENSMUSG00000039703	50137	90075	112885	131453	40535
Lmbrd2	ENSMUSG00000039704	63482	133106	9716	42983	231360
2810408M09Rik	ENSMUSG00000039725	34159	13277	24156	23656	29815
Prkrip1	ENSMUSG00000039737	5036	2661	10764	36752	10829
Slx4	ENSMUSG00000039738	239	807	822	1088	249
Alg2	ENSMUSG00000039740	23840	27172	58590	65389	15997
Htatip2	ENSMUSG00000039745	15844	4584	126359	29856	6133
Alkbh4	ENSMUSG00000039754	907	2924	3622	6841	411
Dnttip2	ENSMUSG00000039756	44412	143828	85825	463487	89045
Dnajc11	ENSMUSG00000039768	13719	98913	141142	141559	28763
Ypel5	ENSMUSG00000039770	20209	39531	47194	30886	26590
Galnt12	ENSMUSG00000039774	3948	4190	15815	7204	3793
Zfand1	ENSMUSG00000039795	2470	590	15824	4674	7409
Ncoa5	ENSMUSG00000039804	40468	113035	126328	239044	62553
Zc3h10	ENSMUSG00000039810	867	7692	3414	10025	2306
Trub2	ENSMUSG00000039826	449	2858	1130	11641	541
Wdr70	ENSMUSG00000039828	9697	34369	16306	72014	17742
Zfp335	ENSMUSG00000039834	422	195	652	445	434
Epg5	ENSMUSG00000039840	627	413	1611	982	524
Zfp800	ENSMUSG00000039841	6400	8244	14889	34602	8000
Mcph1	ENSMUSG00000039842	156	2218	1602	8818	124
Rapgef1	ENSMUSG00000039844	1642	4805	4521	2620	2372
Pcif1	ENSMUSG00000039849	17166	28524	23590	43128	32088
Trim14	ENSMUSG00000039853	4845	1279	7945	2249	9687
Heca	ENSMUSG00000039879	8332	2616	12917	1599	11122
Tmem120a	ENSMUSG00000039886	1935	9143	17552	10336	3569
Alg14	ENSMUSG00000039887	724	1257	1751	2497	3085
Urb1	ENSMUSG00000039929	5297	11921	23117	53009	7567
Pik3cd	ENSMUSG00000039936	35644	24199	86368	60420	56397
Dag1	ENSMUSG00000039952	51	468	589	750	284
Zfp292	ENSMUSG00000039967	1348	3897	3142	6653	2072
Rsbn1l	ENSMUSG00000039968	4249	11055	12084	16966	7343
Zc3h12d	ENSMUSG00000039981	2745	14951	12665	15461	1020
Fam60a	ENSMUSG00000039985	2193	28502	14382	24035	6523
Cbx4	ENSMUSG00000039989	2102	4761	18701	7135	4650
Timeless	ENSMUSG00000039994	2004	8913	25240	53210	1519
Ifi203	ENSMUSG00000039997	72971	13999	32697	14006	54110
Bahd1	ENSMUSG00000040007	1351	2613	4114	4358	1606
Slc7a5	ENSMUSG00000040010	2922	51857	111382	144553	8610
Cox15	ENSMUSG00000040018	949	4904	12691	26049	6235
Lats1	ENSMUSG00000040021	38	646	797	1659	103
Ythdf2	ENSMUSG00000040025	5340	98503	141933	143469	32714
Elavl1	ENSMUSG00000040028	290988	536027	882898	979145	279162
Ipo8	ENSMUSG00000040029	2062	9333	16393	17627	4587
Stat2	ENSMUSG00000040033	13366	15389	39671	6385	7155
Nup43	ENSMUSG00000040034	3236	78158	409585	191213	27485
Orc3	ENSMUSG00000040044	1843	12349	13685	72702	6724
Ndufb10	ENSMUSG00000040048	176353	27962	467707	184544	66554
Baz2a	ENSMUSG00000040054	3067	8633	13309	8174	3186
Plcb2	ENSMUSG00000040061	5196	2702	5567	3695	6184
Bub1b	ENSMUSG00000040084	89	1510	39252	54865	354
Flywch1	ENSMUSG00000040097	1823	2233	6920	3981	5323
Klhl42	ENSMUSG00000040102	938	515	2206	1129	2879
Ppapdc2	ENSMUSG00000040105	4864	2997	3506	3631	366
Gramd1b	ENSMUSG00000040111	1010	28955	3818	21456	1178
Mrps35	ENSMUSG00000040112	28147	85294	87058	222638	25210
Zmym5	ENSMUSG00000040123	14546	1817	2672	6499	1323
Hs2st1	ENSMUSG00000040151	2121	2814	9523	12057	732
Tax1bp3	ENSMUSG00000040158	847	17030	4633	13661	15639
Ikzf5	ENSMUSG00000040167	1557	3270	3051	2623	2212
Alkbh3	ENSMUSG00000040174	3252	8097	27098	40421	8178
Scamp2	ENSMUSG00000040188	15793	65119	44637	86635	23835
Tmem194	ENSMUSG00000040195	31296	34947	32237	49938	42239
Ccbl2	ENSMUSG00000040213	4524	6211	8234	14050	929
Prrc2c	ENSMUSG00000040225	6321	66028	55860	73964	18183
Tm7sf3	ENSMUSG00000040234	177	432	1712	703	247
Trappc5	ENSMUSG00000040236	19987	16586	81864	80077	13328
Fgfr1op2	ENSMUSG00000040242	19893	45375	73665	99749	58460
Tbc1d10c	ENSMUSG00000040247	59164	15611	111293	23137	50648
Asun	ENSMUSG00000040250	20295	34675	49295	81295	34949
Gbp7	ENSMUSG00000040253	85279	87398	886730	103998	70049
Daam2	ENSMUSG00000040260	39981	89557	80125	220889	59882
Klhdc4	ENSMUSG00000040263	5711	70165	136857	256909	11155
Gbp5	ENSMUSG00000040264	4087	172655	294502	99522	3644
Dnm3	ENSMUSG00000040265	8433	8095	20903	6317	19341
Plekha1	ENSMUSG00000040268	4671	3238	1135	13728	3135
Mrps28	ENSMUSG00000040269	16983	11881	47767	6027	6143
Bach2	ENSMUSG00000040270	4259	18666	6275	53537	5612
Accs	ENSMUSG00000040272	3604	1042	2403	1728	4332
Cdk6	ENSMUSG00000040274	4658	91249	325315	294442	11279
Pacsin1	ENSMUSG00000040276	30121	37177	3041	11420	51004
BC052040	ENSMUSG00000040282	1756	596	10217	8415	1147
Ddx58	ENSMUSG00000040296	77332	38617	72624	82019	100288
Rbm48	ENSMUSG00000040302	793	2558	1193	7269	1659
Cchcr1	ENSMUSG00000040312	42	551	2044	5255	94
Slc25a24	ENSMUSG00000040322	19687	9195	130433	11147	8235
Vprbp	ENSMUSG00000040325	12261	17525	25811	45375	11681
Nsmce4a	ENSMUSG00000040331	14999	24366	38525	112323	10590
Fam102b	ENSMUSG00000040339	49	1603	1612	3005	722
Arhgap9	ENSMUSG00000040345	46854	39959	88073	52275	39792
Ankib1	ENSMUSG00000040351	508	5520	8225	9099	1341
Mars	ENSMUSG00000040354	55026	217982	297974	567763	44023
Skiv2l	ENSMUSG00000040356	5233	11996	19800	31103	6456
Ufl1	ENSMUSG00000040359	22595	16476	74291	64264	27605
Bcor	ENSMUSG00000040363	728	9040	2252	12415	1171
Trim41	ENSMUSG00000040365	596	3392	3412	10195	575
Aqr	ENSMUSG00000040383	29063	52988	67616	120153	38142
Ppp1ca	ENSMUSG00000040385	865590	859285	2342024	2549996	658490
Wdr47	ENSMUSG00000040389	168	213	794	960	253
Akap9	ENSMUSG00000040407	1694	6926	14188	21639	4807
Dtx3	ENSMUSG00000040415	173	858	3858	2043	622
Rc3h1	ENSMUSG00000040423	1557	4937	10898	17110	1985
Pitpnc1	ENSMUSG00000040430	16976	22885	22387	13088	34598
Rprd1a	ENSMUSG00000040446	2704	3451	4342	4809	2747
Usp45	ENSMUSG00000040455	154	1031	980	3470	53
Arglu1	ENSMUSG00000040459	90555	138106	206263	222223	221248
Os9	ENSMUSG00000040462	4525	23992	75428	34129	6941
Mybbp1a	ENSMUSG00000040463	99749	497747	575102	1560660	176231
Blvrb	ENSMUSG00000040466	10770	45446	35496	18562	23777
Rabggta	ENSMUSG00000040472	7709	70056	48363	125540	14197
Dgkz	ENSMUSG00000040479	13151	10188	21117	6952	15241
Bptf	ENSMUSG00000040481	5158	9791	13618	17517	8950
Dxo	ENSMUSG00000040482	2591	5544	6382	17723	2468
Xaf1	ENSMUSG00000040483	9982	4734	12151	5713	7154
Ambra1	ENSMUSG00000040506	827	5577	10110	9668	1650
Pvr	ENSMUSG00000040511	2798	22464	23142	9335	870
Tsfm	ENSMUSG00000040521	32406	137422	142171	456125	58190
Abhd11	ENSMUSG00000040532	2840	17202	13019	17421	11511
Tex2	ENSMUSG00000040548	44	857	6194	2893	446
Ckap5	ENSMUSG00000040549	10771	34594	93228	60269	13134
Otud6b	ENSMUSG00000040550	6680	23280	26508	86720	5220
Wbscr27	ENSMUSG00000040557	1575	5574	7663	4228	10167
Wdr7	ENSMUSG00000040560	2369	1339	6685	3193	1035
Btaf1	ENSMUSG00000040565	4765	17265	22700	46145	7212
Ofd1	ENSMUSG00000040586	416	2268	3712	6854	3001
Pck2	ENSMUSG00000040618	22135	55931	67310	58919	10093
Dhx33	ENSMUSG00000040620	4360	39212	23678	113301	7962
Ppip5k2	ENSMUSG00000040648	7647	18665	19703	40716	8840
Efhd2	ENSMUSG00000040659	30559	236376	524780	426918	205743
Rad54l2	ENSMUSG00000040661	1799	4387	5490	14861	2697
Nup88	ENSMUSG00000040667	24209	63150	79231	138636	38523
Mthfd1l	ENSMUSG00000040675	72407	189341	170807	408932	122144
Hmgn1	ENSMUSG00000040681	23864	244793	20686	330580	150170
Madd	ENSMUSG00000040687	11063	7369	27858	18245	19292
Tbl3	ENSMUSG00000040688	25274	179726	82491	342209	39130
Dnajc16	ENSMUSG00000040697	1632	3011	4109	17611	2055
Limd2	ENSMUSG00000040699	893902	434863	609620	259213	418396
Ap1g2	ENSMUSG00000040701	18031	20305	36044	79364	22316
Cyp2s1	ENSMUSG00000040703	15438	12291	4165	18995	14805
St8sia4	ENSMUSG00000040710	505	384	3488	1752	837
Camta2	ENSMUSG00000040712	187	777	231	546	132
Klc3	ENSMUSG00000040714	3019	2362	17318	3707	1570
1110037F02Rik	ENSMUSG00000040720	4416	12126	26607	36421	13744
Rcsd1	ENSMUSG00000040723	5643	10563	136154	27787	69851
Kcna2	ENSMUSG00000040724	250	432	1308	4104	91
Hnrnpul1	ENSMUSG00000040725	135128	123844	221086	198114	165601
Eif4h	ENSMUSG00000040731	277074	1480169	1599435	2370000	654815
Ints8	ENSMUSG00000040738	5142	14304	13208	36649	7587
Appl1	ENSMUSG00000040760	16224	42701	75592	125227	27388
Spen	ENSMUSG00000040761	1417	4913	3122	10317	2278
Snrnp25	ENSMUSG00000040767	3122	2289	5065	2391	5675
Oard1	ENSMUSG00000040771	20843	3621	55183	18326	39153
Cept1	ENSMUSG00000040774	1723	4373	7093	955	3803
Rfwd2	ENSMUSG00000040782	186	685	1002	5176	601
Eml2	ENSMUSG00000040811	17162	27562	55374	29606	9483
Tex264	ENSMUSG00000040813	6549	10603	22662	4196	6261
Dennd6a	ENSMUSG00000040818	293	2231	5960	2026	1630
Hlcs	ENSMUSG00000040820	1298	3984	1727	6315	3472
Snrpd2	ENSMUSG00000040824	1340701	2760677	3280220	4531964	1207462
Szrd1	ENSMUSG00000040842	12886	11048	133032	85401	14915
Tiprl	ENSMUSG00000040843	51475	150810	111753	225575	107156
Psme4	ENSMUSG00000040850	1610	3187	18656	44129	8193
Erf	ENSMUSG00000040857	558	6083	548	4108	79
Crocc	ENSMUSG00000040860	3504	42239	28269	32872	23779
Ino80d	ENSMUSG00000040865	859	2671	2053	2726	721
Gfer	ENSMUSG00000040888	19707	62309	54222	103272	20484
S100pbp	ENSMUSG00000040928	619	293	2611	6194	1546
Rfx3	ENSMUSG00000040929	1054	788	7019	859	1376
Arhgef1	ENSMUSG00000040940	364553	364063	609995	435268	372772
Rcc2	ENSMUSG00000040945	590266	1053794	720189	973241	751786
Rps19	ENSMUSG00000040952	963110	2488540	4064760	5524960	900408
Sh3kbp1	ENSMUSG00000040990	113686	133347	100679	136692	217459
Ghitm	ENSMUSG00000041028	7096	27182	42345	16830	9846
Dpcd	ENSMUSG00000041035	264	1278	10072	5347	1251
Fam117b	ENSMUSG00000041040	1429	652	939	477	253
Wdr43	ENSMUSG00000041057	28170	143469	136133	280346	38365
Wwp1	ENSMUSG00000041058	44	272	1166	451	22
Rwdd2b	ENSMUSG00000041079	2929	2976	3417	31857	2643
Elmo1	ENSMUSG00000041112	168004	210201	339680	402402	221429
Msantd4	ENSMUSG00000041124	47	1053	162	1897	399
H2afv	ENSMUSG00000041126	3947008	2956391	1528047	1807048	1364190
Smc1a	ENSMUSG00000041133	177131	308456	332779	360356	265250
Ripk2	ENSMUSG00000041135	1703	1432	5465	22190	6497
Tmco4	ENSMUSG00000041143	1379	387	3319	2579	1304
Zmiz2	ENSMUSG00000041164	1265	5898	4148	10187	986
Lonp1	ENSMUSG00000041168	43322	141686	185029	207392	54528
Prkd2	ENSMUSG00000041187	50544	12984	67279	35700	58125
Yeats2	ENSMUSG00000041215	323	1433	4839	5245	771
Arhgap12	ENSMUSG00000041225	1026	1518	6585	4263	1594
Phf8	ENSMUSG00000041229	7218	5551	11357	17536	10479
Ublcp1	ENSMUSG00000041231	24192	13329	16741	31281	32582
Chd7	ENSMUSG00000041235	1548	3908	25007	17608	3488
Vps41	ENSMUSG00000041236	3314	5322	10949	14368	4106
Mul1	ENSMUSG00000041241	368	1181	2061	7580	1144
Ttc1	ENSMUSG00000041278	695	98601	78889	143354	18267
Cdk13	ENSMUSG00000041297	4610	7885	15416	11450	8694
Katnal1	ENSMUSG00000041298	18	346	2216	314	61
Gtf3c3	ENSMUSG00000041303	11526	21250	20236	24482	10231
Sntb2	ENSMUSG00000041308	1077	1224	5785	4206	2393
Slc7a1	ENSMUSG00000041313	882	32217	30807	60234	3646
Thoc6	ENSMUSG00000041319	21738	75687	104363	163487	39846
Pcf11	ENSMUSG00000041328	3701	8597	8388	9964	5725
Atg2b	ENSMUSG00000041341	394	5132	3961	13261	1013
Wrap53	ENSMUSG00000041346	4367	3496	6114	38301	4042
Rgl2	ENSMUSG00000041354	2047	1207	2084	2647	1747
Ccdc9	ENSMUSG00000041375	25631	28257	34330	51766	13168
Wapal	ENSMUSG00000041408	12821	28775	84798	60824	27251
Dicer1	ENSMUSG00000041415	1338	6375	8800	11247	1300
Pik3r1	ENSMUSG00000041417	85914	48623	108479	76278	89444
Hibch	ENSMUSG00000041426	72330	68419	65449	136145	88669
Cirh1a	ENSMUSG00000041438	8276	41301	35296	140700	16197
Mfsd6	ENSMUSG00000041439	1093	758	9257	3322	1214
Rpl21	ENSMUSG00000041453	304098	982022	2154452	1480581	383450
Tardbp	ENSMUSG00000041459	148573	224761	256356	419960	176902
Dcp1b	ENSMUSG00000041477	461	4538	2968	11113	1477
Rrp9	ENSMUSG00000041506	40025	210214	109317	584174	73131
Irf8	ENSMUSG00000041515	1511	282472	37989	662562	6
Rnf123	ENSMUSG00000041528	1006	2524	6976	4003	1678
Ago1	ENSMUSG00000041530	24274	9204	7190	60700	12653
Gltscr2	ENSMUSG00000041560	8898	45898	67253	191463	7271
Camsap2	ENSMUSG00000041570	98	200	430	2591	70
Ggact	ENSMUSG00000041625	1897	37992	64450	111242	43020
Mrps27	ENSMUSG00000041632	27524	46552	64816	146327	19859
Gcn1l1	ENSMUSG00000041638	16934	58012	92244	172881	20936
Kif21b	ENSMUSG00000041642	6728	12362	5915	9521	10944
Ddx24	ENSMUSG00000041645	14832	82538	68892	190898	19955
Pcca	ENSMUSG00000041650	36507	41410	34959	72237	46259
Slc39a11	ENSMUSG00000041654	772	2661	2502	1102	3647
Pyroxd1	ENSMUSG00000041671	967	3909	9038	10536	1282
Fcho2	ENSMUSG00000041685	1548	2603	11914	1904	1478
Cox6a1	ENSMUSG00000041697	13055	9630	191893	111582	41797
Ubr7	ENSMUSG00000041712	7451	28880	102628	76697	17969
Pi4ka	ENSMUSG00000041720	6174	10746	24193	23568	6140
Coq5	ENSMUSG00000041733	2958	15303	13212	56307	5970
Utp15	ENSMUSG00000041747	25732	143099	89070	305064	31386
Tpp2	ENSMUSG00000041763	46653	111394	308989	203784	52945
Ubac2	ENSMUSG00000041765	21459	20247	89348	50214	24543
Ppp2r2d	ENSMUSG00000041769	3546	10638	16432	12290	3657
Ydjc	ENSMUSG00000041774	330	3628	3569	18099	706
Cir1	ENSMUSG00000041777	2366	4728	7766	9308	3789
Cpsf2	ENSMUSG00000041781	50444	86186	105643	174049	50910
Poldip3	ENSMUSG00000041815	70697	100698	88226	148167	53695
Oasl1	ENSMUSG00000041827	3129	3498	1139	1474	2101
Ptpre	ENSMUSG00000041836	3058	924	52749	5030	1326
Pdcd7	ENSMUSG00000041837	969	2104	3742	6783	1764
Haus1	ENSMUSG00000041840	1057	3443	43657	14259	3403
Rpl37	ENSMUSG00000041841	13148	215968	87339	183201	4642
Smek1	ENSMUSG00000041846	14432	26578	64545	128261	23925
Card6	ENSMUSG00000041849	2615	629	1125	1485	3484
Tcf20	ENSMUSG00000041852	1500	4396	4487	5411	1757
Mcm3	ENSMUSG00000041859	37749	274045	733251	822447	77356
Ankrd13a	ENSMUSG00000041870	9755	13648	47256	50852	16830
Ipo9	ENSMUSG00000041879	20396	27497	57454	120958	13679
Ndufa7	ENSMUSG00000041881	27849	2150	24945	19753	6142
Git2	ENSMUSG00000041890	66312	61549	155136	92170	89443
Lman1	ENSMUSG00000041891	10599	118081	354445	189543	18498
Tdrkh	ENSMUSG00000041912	1374	1849	1915	7500	2581
Ammecr1l	ENSMUSG00000041915	756	7097	4465	12588	1236
Rnpep	ENSMUSG00000041926	39311	30049	90220	127028	64127
Mvk	ENSMUSG00000041939	761	2743	3780	3927	1506
Tango6	ENSMUSG00000041949	713	2849	1765	11451	947
Tnfrsf18	ENSMUSG00000041954	1394	27381	91584	103738	137
Pigs	ENSMUSG00000041958	17169	32654	68904	45107	19860
Spidr	ENSMUSG00000041974	490	844	588	1899	411
Arhgef11	ENSMUSG00000041977	1477	1045	351	200	1331
Tlk1	ENSMUSG00000041997	1347	43686	9888	7097	2417
Acacb	ENSMUSG00000042010	22	281	1500	406	111
Wdr41	ENSMUSG00000042015	2380	6196	4836	9924	4252
Ncapg2	ENSMUSG00000042029	355	1277	55344	37111	545
Mat2b	ENSMUSG00000042032	39981	70027	83026	103833	57367
Tbca	ENSMUSG00000042043	28705	14054	1169432	1058424	78355
Wdr11	ENSMUSG00000042055	1785	3443	10739	9636	3348
Abhd14b	ENSMUSG00000042073	282	5253	4036	30007	3759
Hnrnpf	ENSMUSG00000042079	592105	753592	1411798	3724598	857566
Inpp5f	ENSMUSG00000042105	3419	4932	7541	5974	11229
Ccdc115	ENSMUSG00000042111	1215	2028	13194	44167	7820
Ssh1	ENSMUSG00000042121	730	94	1176	874	1299
Ppig	ENSMUSG00000042133	13426	29305	31467	29045	28328
Msantd2	ENSMUSG00000042138	12919	3032	4002	11508	1931
Gm9774	ENSMUSG00000042165	36593	84281	111771	136772	51532
Papd4	ENSMUSG00000042167	2668	9500	8436	23208	1967
Armc5	ENSMUSG00000042178	131	301	181	1445	112
Nfrkb	ENSMUSG00000042185	4197	4598	6415	10424	3630
Slc35f2	ENSMUSG00000042195	181	753	2593	9980	544
Zfp451	ENSMUSG00000042197	1794	2418	2216	5128	2162
Tbc1d22b	ENSMUSG00000042203	6316	3369	18864	9101	5041
Kdm5b	ENSMUSG00000042207	956	15732	2417	4293	1052
Fbxo38	ENSMUSG00000042211	1971	4721	12628	11759	4746
Bag2	ENSMUSG00000042215	129	8157	34430	197368	2836
Rabif	ENSMUSG00000042229	2163	23757	96239	132177	23179
Pelo	ENSMUSG00000042275	7738	19927	62462	65676	2365
Ttc19	ENSMUSG00000042298	112	987	2404	8016	288
Setd1a	ENSMUSG00000042308	4659	14433	13455	18917	6532
Pbrm1	ENSMUSG00000042323	10868	16260	40593	32277	12423
Specc1	ENSMUSG00000042331	1723	166	2601	4707	2446
Tnfrsf14	ENSMUSG00000042333	706	10043	3742	6427	3928
Ubash3a	ENSMUSG00000042345	36943	31383	156121	135979	27348
Arl15	ENSMUSG00000042348	395	721	1633	2284	450
Ikbke	ENSMUSG00000042349	10723	4115	6430	2286	7888
Arel1	ENSMUSG00000042350	277	726	433	645	223
Grap2	ENSMUSG00000042351	122383	229041	940739	352614	521296
Gnl3	ENSMUSG00000042354	21488	134018	91784	517472	47704
Snx18	ENSMUSG00000042364	2379	10016	15757	6367	1723
Rbm45	ENSMUSG00000042369	5647	11545	17062	13264	7996
Tsen2	ENSMUSG00000042389	4465	2468	10001	41918	3660
Gatad2b	ENSMUSG00000042390	29685	78931	96530	104661	43475
Rbm7	ENSMUSG00000042396	10546	35673	55598	64330	21116
Dennd4b	ENSMUSG00000042404	5040	11341	21467	20237	6079
Agps	ENSMUSG00000042410	16826	44738	109300	179929	19225
Dhx29	ENSMUSG00000042426	6362	22539	45699	45979	11622
Zmym4	ENSMUSG00000042446	2223	2425	4053	7781	3898
Mios	ENSMUSG00000042447	4599	12291	12347	31120	7152
C1galt1	ENSMUSG00000042460	2047	14292	18052	4830	3237
Tbc1d8b	ENSMUSG00000042473	1651	1966	2237	3448	3380
Leo1	ENSMUSG00000042487	5735	8494	16137	57112	15448
Tbc1d10b	ENSMUSG00000042492	2515	4882	17809	7982	5172
Prdm10	ENSMUSG00000042496	1278	476	2265	1932	1665
Cd2bp2	ENSMUSG00000042502	1794	98540	112830	251448	36572
Usp22	ENSMUSG00000042506	1277	2935	6787	6656	604
Elmsan1	ENSMUSG00000042507	4842	9080	5955	16417	18591
Ubap2l	ENSMUSG00000042520	10044	182774	140041	386850	36985
Sun2	ENSMUSG00000042524	266714	97008	320110	101639	411113
Gtpbp1	ENSMUSG00000042535	43795	66819	166821	180041	78180
Asxl1	ENSMUSG00000042548	45	444	920	703	93
Sin3a	ENSMUSG00000042557	28780	36001	49099	54965	41256
Adprhl2	ENSMUSG00000042558	44841	83824	63254	111999	64899
Dhrs7b	ENSMUSG00000042569	17319	26035	48902	91500	21468
Mier2	ENSMUSG00000042570	110	212	3672	5645	652
Ube2q1	ENSMUSG00000042572	5442	15940	39341	39214	10639
Ipo11	ENSMUSG00000042590	2436	15811	35914	57096	3480
Atxn2	ENSMUSG00000042605	1000	14258	10100	22393	3188
Hirip3	ENSMUSG00000042606	1961	52457	74814	176287	4072
Pbxip1	ENSMUSG00000042613	615	1298	4856	1106	2729
Safb2	ENSMUSG00000042625	11530	54849	49072	49109	52013
Shc1	ENSMUSG00000042626	7954	11627	38792	23333	11932
Pla2g6	ENSMUSG00000042632	131	949	1185	2759	112
Flad1	ENSMUSG00000042642	17893	15977	41280	29576	14943
Itpr3	ENSMUSG00000042644	14769	6624	11520	15299	25372
Alkbh5	ENSMUSG00000042650	26901	49926	69898	74747	19614
Wdr55	ENSMUSG00000042660	11437	60580	46443	174000	26256
Zc3h12a	ENSMUSG00000042677	2186	5172	3542	3115	2934
Obfc1	ENSMUSG00000042694	8476	11529	37155	23689	10797
Dhx9	ENSMUSG00000042699	237512	554818	668713	1182793	363459
Sipa1l1	ENSMUSG00000042700	638	485	2498	1573	424
Commd10	ENSMUSG00000042705	2925	20968	20537	20349	13099
Atpaf2	ENSMUSG00000042709	7510	15055	20629	61803	5615
Naa25	ENSMUSG00000042719	6909	37377	53964	130887	6415
Trafd1	ENSMUSG00000042726	310	6606	32829	7680	2411
Wdr74	ENSMUSG00000042729	17096	72245	58867	415229	30895
Gm15800	ENSMUSG00000042744	78	98	2014	372	113
Apobr	ENSMUSG00000042759	180	179	23150	705	2939
Smg7	ENSMUSG00000042772	1847	3895	4703	8976	1001
Exog	ENSMUSG00000042787	29021	12996	15640	23896	12923
Rnf214	ENSMUSG00000042790	198	6375	12633	4237	2255
Alkbh6	ENSMUSG00000042831	450	11987	6099	17029	349
Serpinb6b	ENSMUSG00000042842	7706	157763	11909	565413	30410
Zc3h6	ENSMUSG00000042851	99	23	6237	5843	2962
Tom1	ENSMUSG00000042870	563	9785	10128	16573	11032
Aida	ENSMUSG00000042901	5480	8446	20252	9245	7159
Loh12cr1	ENSMUSG00000042992	133	441	2196	1685	334
Nhlrc3	ENSMUSG00000042997	386	2483	10442	5900	2771
Gng2	ENSMUSG00000043004	974	1317	48971	2991	854
Klhl6	ENSMUSG00000043008	1970	2268	12232	31910	2340
Edem3	ENSMUSG00000043019	763	1579	3511	5856	321
Spice1	ENSMUSG00000043065	7019	8517	4129	23797	8777
Dpy19l1	ENSMUSG00000043067	1609	725	4523	4811	3336
Tuba1c	ENSMUSG00000043091	7560	39406	120204	265981	13208
Mob1a	ENSMUSG00000043131	101320	52576	125323	160780	111389
Zmpste24	ENSMUSG00000043207	40784	104890	116632	178540	58988
Upf2	ENSMUSG00000043241	8326	12266	33003	24235	10851
Uevld	ENSMUSG00000043262	425	3489	10659	5183	558
Pyhin1	ENSMUSG00000043263	463805	462953	163194	211787	565104
Trim56	ENSMUSG00000043279	6097	11091	11937	26977	9797
Tmem11	ENSMUSG00000043284	18909	32355	46671	116245	12722
Filip1l	ENSMUSG00000043336	2230	112	1272	1756	5234
Usp48	ENSMUSG00000043411	5859	10868	15966	17777	10167
Pgp	ENSMUSG00000043445	32787	56245	175901	259491	43415
Gimap5	ENSMUSG00000043505	4048	5701	31946	24302	13983
Hscb	ENSMUSG00000043510	1053	7460	15782	21102	11210
Setx	ENSMUSG00000043535	5203	4822	7914	8990	8256
Pars2	ENSMUSG00000043572	5452	2194	6171	8195	5947
Dpy19l3	ENSMUSG00000043671	761	753	571	447	2311
Pde12	ENSMUSG00000043702	21896	32626	49687	51832	13707
Rpl7	ENSMUSG00000043716	455242	2069156	3346177	5602688	626531
Ptpn11	ENSMUSG00000043733	38277	64102	93599	133760	54908
Nup62	ENSMUSG00000043858	2322	36852	106484	279445	50326
Zmym1	ENSMUSG00000043872	571	672	1492	3420	924
Kbtbd7	ENSMUSG00000043881	409	96	183	383	335
Trp53bp1	ENSMUSG00000043909	6132	26528	11460	39997	15765
Gimap7	ENSMUSG00000043931	315036	210112	1934031	335640	401210
Thrap3	ENSMUSG00000043962	240488	262854	377679	313431	371821
Cep164	ENSMUSG00000043987	40	71	387	406	104
Pura	ENSMUSG00000043991	90676	209580	227799	318552	111976
Mgat2	ENSMUSG00000043998	2072	5292	27443	19318	2147
Irf2bp1	ENSMUSG00000044030	2536	13929	13697	29495	11558
Als2cl	ENSMUSG00000044037	6142	1822	4094	3889	2411
Cep68	ENSMUSG00000044066	94	1147	2305	6035	924
Rsbn1	ENSMUSG00000044098	3579	15285	12754	45652	7349
Arf6	ENSMUSG00000044147	26906	45966	531284	398568	77378
1810030O07Rik	ENSMUSG00000044148	10249	3235	26942	35027	7354
Nkrf	ENSMUSG00000044149	3235	35177	19372	57045	10290
Foxo1	ENSMUSG00000044167	10320	10940	16494	8657	12727
Grsf1	ENSMUSG00000044221	2201	19591	35176	57852	4051
Dnajc21	ENSMUSG00000044224	3572	34299	39881	78542	6982
Pced1b	ENSMUSG00000044250	3033	2065	4679	7611	2412
Ubr3	ENSMUSG00000044308	1438	1920	2724	5933	1410
Dock5	ENSMUSG00000044447	135	359	6615	2428	470
Rin3	ENSMUSG00000044456	9796	8512	23159	5843	8028
Ascc1	ENSMUSG00000044475	2384	1670	8036	1512	5396
Zfand3	ENSMUSG00000044477	654	2744	14431	17249	2308
Rps2	ENSMUSG00000044533	333043	1335476	1537631	3709658	524221
