Associated Gene Name	Ensembl Gene ID	CD4 naive	CD4 tcr	CD4 Th1	CD8 tcr	CD8 naive
Acp1	ENSMUSG00000044573	15643	67079	307209	368544	52076
Tmem201	ENSMUSG00000044700	2057	7101	8087	14653	5357
Serpinb1a	ENSMUSG00000044734	14979	32468	76426	26407	39192
Trmt10c	ENSMUSG00000044763	23099	27317	19753	56692	20462
Scml4	ENSMUSG00000044770	5972	949	1369	1766	6611
Hjurp	ENSMUSG00000044783	3093	86	14974	12959	54
Setd2	ENSMUSG00000044791	1599	4782	8278	8740	4989
Lsm11	ENSMUSG00000044847	5019	2217	22217	7198	7429
Lemd2	ENSMUSG00000044857	25116	33863	30481	35483	23724
Ankrd50	ENSMUSG00000044864	990	3182	5081	5378	902
Zfp444	ENSMUSG00000044876	240	1316	3789	3497	956
Uqcrq	ENSMUSG00000044894	287090	75467	404723	351064	75770
H1fx	ENSMUSG00000044927	14667	3253	7805	3973	1870
Pwwp2a	ENSMUSG00000044950	54	250	1254	158	595
Sft2d3	ENSMUSG00000044982	8622	8725	5818	5036	5958
Suv420h1	ENSMUSG00000045098	585	1584	716	2608	627
Saysd1	ENSMUSG00000045107	7623	2021	13735	11524	3083
Rpl18a	ENSMUSG00000045128	367589	1738628	1794751	2729219	441352
Cirbp	ENSMUSG00000045193	129617	49556	114984	132568	103951
Dpy19l4	ENSMUSG00000045205	163	529	432	3760	743
Vcpip1	ENSMUSG00000045210	9658	16055	23031	26143	18376
Nudt18	ENSMUSG00000045211	5463	2763	1879	405	3729
Med26	ENSMUSG00000045248	693	2993	3245	8664	1246
Cenph	ENSMUSG00000045273	1842	373	45459	29841	1158
Preb	ENSMUSG00000045302	12253	32307	59494	79031	51469
Cenpe	ENSMUSG00000045328	38	134	23457	33532	76
Rbm15b	ENSMUSG00000045365	3510	7065	8486	10224	2387
Wdr81	ENSMUSG00000045374	1643	1625	6645	3482	2455
Trim39	ENSMUSG00000045409	450	560	613	1175	370
Akr1e1	ENSMUSG00000045410	8744	3655	15200	12865	5403
Hnrnph2	ENSMUSG00000045427	77442	80965	79520	126888	111201
Trrap	ENSMUSG00000045482	12168	15420	25693	41068	11651
Ddx28	ENSMUSG00000045538	209	2335	3532	3331	534
Rnf113a2	ENSMUSG00000045546	9370	15349	47793	27825	31932
Glb1	ENSMUSG00000045594	11825	4973	28320	24622	17147
Esf1	ENSMUSG00000045624	7595	87904	23826	150130	18919
Pqlc3	ENSMUSG00000045679	830	906	652	1046	1571
Wdr89	ENSMUSG00000045690	18027	20578	21946	67160	40826
Mms22l	ENSMUSG00000045751	12	19772	2451	253	1020
Tssc4	ENSMUSG00000045752	1072	44699	74762	62976	22171
Zfp36l2	ENSMUSG00000045817	357	11443	25493	33156	3384
Ptprcap	ENSMUSG00000045826	74248	102570	555238	276981	215169
Serpinb9	ENSMUSG00000045827	46070	385330	89513	1608911	57991
Cradd	ENSMUSG00000045867	221	542	26977	2146	2281
Gvin1	ENSMUSG00000045868	5917	18562	566837	42144	25587
Ifit2	ENSMUSG00000045932	6432	12507	931	3318	6712
Wnk1	ENSMUSG00000045962	7437	19941	73580	26408	15379
Ing1	ENSMUSG00000045969	24088	3433	11638	12328	25997
Slc25a51	ENSMUSG00000045973	2046	15567	10345	14791	7622
Eif4g1	ENSMUSG00000045983	45185	353026	466817	616717	85105
Polr2k	ENSMUSG00000045996	83766	62502	94945	657495	165202
Zfp830	ENSMUSG00000046010	9662	23809	27189	45532	29678
Pofut1	ENSMUSG00000046020	16962	12245	52240	51045	12201
Snx12	ENSMUSG00000046032	127981	34582	265100	300034	120885
Lrrc8d	ENSMUSG00000046079	37	51	503	697	10
Patl1	ENSMUSG00000046139	1740	10452	20541	41920	4973
Zfp84	ENSMUSG00000046185	938	716	2976	2328	1120
Scaf8	ENSMUSG00000046201	4090	10271	10822	16451	8353
Vps13a	ENSMUSG00000046230	2311	2087	6437	11591	6005
Zfp62	ENSMUSG00000046311	1619	3142	3765	3216	1469
Ermp1	ENSMUSG00000046324	17018	9471	34105	12570	13858
Rpl37a	ENSMUSG00000046330	94064	245184	664776	2272822	272203
Rpl27a	ENSMUSG00000046364	1133119	2021673	3899421	3826809	1335674
Hnrnpa1	ENSMUSG00000046434	599254	1528548	3228945	3857043	942501
Cmtr2	ENSMUSG00000046441	319	5554	2877	3792	277
Golph3l	ENSMUSG00000046519	5230	10492	18070	23312	7002
Zfp319	ENSMUSG00000046556	669	1781	3270	4059	2908
Unc119b	ENSMUSG00000046562	27455	42927	152102	94763	19720
Lyrm4	ENSMUSG00000046573	37205	1767	17818	22670	1969
Prr12	ENSMUSG00000046574	1107	1939	4729	3028	1980
Ticrr	ENSMUSG00000046591	32	58	2776	1560	17
Bdh1	ENSMUSG00000046598	167277	172236	155339	326889	162573
Mtfr1l	ENSMUSG00000046671	1372	13686	12512	9774	22078
Chtf8	ENSMUSG00000046691	200	107	311	374	901
Csnk2a2	ENSMUSG00000046707	43520	103851	189562	248093	57963
Hmga1	ENSMUSG00000046711	395911	108205	367196	200845	613185
Bst2	ENSMUSG00000046718	7468	75296	72070	82551	4805
Mrps7	ENSMUSG00000046756	30335	78609	76727	175904	15594
Epm2aip1	ENSMUSG00000046785	4737	10507	21829	24025	6661
Brox	ENSMUSG00000046836	18247	13536	56808	11850	8979
Ckap4	ENSMUSG00000046841	508	5438	9779	2286	2099
Hectd3	ENSMUSG00000046861	6851	6144	23873	9811	13298
Fbl	ENSMUSG00000046865	376012	1808114	1075453	2555733	704439
Atxn1	ENSMUSG00000046876	337	1269	3076	4969	1057
Irgm1	ENSMUSG00000046879	77538	190916	322973	161454	116990
Tefm	ENSMUSG00000046909	1889	4505	7586	18002	2902
Nqo2	ENSMUSG00000046949	2182	5402	46998	4913	17936
Zbtb21	ENSMUSG00000046962	187	1965	2333	4532	675
Tapt1	ENSMUSG00000046985	6569	11422	11468	25364	12361
Mars2	ENSMUSG00000046994	1439	2259	6707	17598	1219
Zfp41	ENSMUSG00000047003	6765	8446	4385	4998	1036
Map4	ENSMUSG00000047011	17941	51091	106239	137600	51515
Spata2	ENSMUSG00000047030	450	606	22083	2754	613
Dusp28	ENSMUSG00000047067	246	402	329	1946	311
Ngrn	ENSMUSG00000047084	967	5940	2070	18383	632
Rnf31	ENSMUSG00000047098	11069	16004	35908	37497	9824
Fam221a	ENSMUSG00000047115	558	835	7323	736	1164
Cltc	ENSMUSG00000047126	275021	523618	1212164	1121353	273227
Khnyn	ENSMUSG00000047153	5279	7675	10422	17697	4394
Rab2a	ENSMUSG00000047187	260922	270751	498613	764261	203473
Dync2h1	ENSMUSG00000047193	26	124	569	189	35
Ythdf3	ENSMUSG00000047213	2385	5676	24718	18678	7651
Rpl9	ENSMUSG00000047215	712570	3566170	2847054	4540397	770163
Emc6	ENSMUSG00000047260	25802	82299	76076	26880	18874
Sfn	ENSMUSG00000047281	56248	81050	95409	71986	28050
Neurl4	ENSMUSG00000047284	57	538	854	3013	171
Abhd17b	ENSMUSG00000047368	2911	4536	36593	35075	3589
Zbtb44	ENSMUSG00000047412	1368	894	2612	4013	1965
Rexo1	ENSMUSG00000047417	513	665	753	2584	482
AI837181	ENSMUSG00000047423	25443	48379	37849	74343	36216
Xxylt1	ENSMUSG00000047434	1668	4140	10606	16700	1394
Gphn	ENSMUSG00000047454	2084	43389	22081	109979	9588
Dynlrb1	ENSMUSG00000047459	655	1177	33394	76640	4468
Tspyl1	ENSMUSG00000047514	767	2066	15796	9878	634
Mis18bp1	ENSMUSG00000047534	79	133	8109	4537	37
Fbxo28	ENSMUSG00000047539	7708	17289	31021	47904	9147
Tmem41b	ENSMUSG00000047554	2801	25829	77358	46130	777
Lxn	ENSMUSG00000047557	8793	11418	69761	11436	6847
Tyw3	ENSMUSG00000047583	1837	13389	7935	99889	2676
A430005L14Rik	ENSMUSG00000047613	14587	57133	13218	50291	13609
BC029214	ENSMUSG00000047617	1318	6468	17251	13331	20960
Cd3eap	ENSMUSG00000047649	20630	80825	54780	170946	22435
Rps8	ENSMUSG00000047675	2148207	5409947	5508289	19586722	1516997
Champ1	ENSMUSG00000047710	11827	22108	7811	32299	12944
Bola2	ENSMUSG00000047721	33029	49575	898563	918241	89605
Samd9l	ENSMUSG00000047735	2622	2364	6476	4721	4509
Atg16l2	ENSMUSG00000047767	830	2021	2503	7746	944
Slc38a9	ENSMUSG00000047789	154	1135	1846	1393	238
Akap10	ENSMUSG00000047804	2241	7337	13881	10987	3480
Ccdc88b	ENSMUSG00000047810	25998	47175	202580	91501	44020
Lonp2	ENSMUSG00000047866	3390	13893	17755	29427	2371
Gimap6	ENSMUSG00000047867	7182	17388	43197	10771	12622
Usp14	ENSMUSG00000047879	71436	298504	390124	542452	127164
Tnrc6b	ENSMUSG00000047888	485	7137	5733	15747	3140
Trappc9	ENSMUSG00000047921	4519	4802	11426	4816	4462
Ino80c	ENSMUSG00000047989	8266	3192	13736	5728	1269
Gigyf2	ENSMUSG00000048000	6615	45996	54045	84833	13570
Isg20l2	ENSMUSG00000048039	15584	29656	12157	26259	36477
Zbtb33	ENSMUSG00000048047	615	3430	1258	5761	1883
Arf1	ENSMUSG00000048076	688948	1362941	1867298	2348197	768315
Kctd12	ENSMUSG00000048107	8296	31494	83996	7654	6693
Rbm15	ENSMUSG00000048109	22654	38796	138204	141285	39896
Arid4a	ENSMUSG00000048118	8963	13720	18910	17263	16439
Kmt2d	ENSMUSG00000048154	854	3980	2588	3804	2136
Selplg	ENSMUSG00000048163	5809	25037	61967	18164	4388
Mcmbp	ENSMUSG00000048170	8954	98461	145055	206301	27462
Gm7075	ENSMUSG00000048185	2149	8558	21737	49279	5580
Bcl11b	ENSMUSG00000048251	11971	14605	35366	13747	20740
Rbm33	ENSMUSG00000048271	2661	5849	10675	8953	7795
Syngr2	ENSMUSG00000048277	7058	32017	28514	3479	2003
Sacs	ENSMUSG00000048279	787	532	3271	2494	518
Frmd6	ENSMUSG00000048285	324	872	719	3729	1018
Pdp2	ENSMUSG00000048371	633	3069	5047	22703	2362
Zfp407	ENSMUSG00000048410	470	1632	1802	3056	1015
Nupl2	ENSMUSG00000048439	1410	881	2321	5809	767
Tyw5	ENSMUSG00000048495	9781	22796	15165	37080	8857
Thnsl1	ENSMUSG00000048550	2398	971	620	1995	1810
Mlec	ENSMUSG00000048578	203799	372454	268252	305274	153083
Lemd3	ENSMUSG00000048661	4851	8732	16790	13590	7016
4732456N10Rik	ENSMUSG00000048699	34071	6657	6742	17501	36826
Ccdc6	ENSMUSG00000048701	8431	29133	125937	63226	10591
Tprn	ENSMUSG00000048707	512	3606	4361	9003	469
Klhl11	ENSMUSG00000048732	774	3543	8442	8682	1149
Mcat	ENSMUSG00000048755	10813	11622	21960	49822	13415
Foxo3	ENSMUSG00000048756	671	1252	3691	3084	1830
Rpl29	ENSMUSG00000048758	24744	51942	732890	92108	41138
Cep120	ENSMUSG00000048799	7124	2923	2903	5377	6722
Arhgap30	ENSMUSG00000048865	26572	28289	114971	59005	35387
Phf3	ENSMUSG00000048874	7938	15906	23494	19684	23392
Hexim1	ENSMUSG00000048878	54778	150799	125995	286261	106131
Tada3	ENSMUSG00000048930	6399	14751	14718	34798	9886
C1galt1c1	ENSMUSG00000048970	1346	75	6739	12951	3250
Armcx3	ENSMUSG00000049047	90	2062	1175	2791	298
Acap2	ENSMUSG00000049076	21044	21403	24992	47691	24139
Zadh2	ENSMUSG00000049090	57808	26726	38130	40438	27708
Sephs2	ENSMUSG00000049091	1960	11064	10361	11009	4871
Dcaf5	ENSMUSG00000049106	1978	2516	17922	6232	4540
Themis	ENSMUSG00000049109	90911	125573	707936	394700	208896
Pdp1	ENSMUSG00000049225	8474	8170	7621	10369	12501
Tigd2	ENSMUSG00000049232	3377	2156	2354	2769	2315
Iba57	ENSMUSG00000049287	18707	30057	13871	54857	24754
Zfp219	ENSMUSG00000049295	642	3208	1728	4074	148
Trappc1	ENSMUSG00000049299	25312	22115	66984	41765	9958
Prmt6	ENSMUSG00000049300	4221	10418	10836	16154	1832
Ccdc71	ENSMUSG00000049305	2586	817	2243	102	942
Smcr8	ENSMUSG00000049323	154	2516	2787	5799	277
Setd8	ENSMUSG00000049327	1208	1798	2172	2646	1674
Fam134a	ENSMUSG00000049339	754	4945	8713	8417	3131
Dcaf7	ENSMUSG00000049354	20262	30562	44558	118987	21625
Gemin4	ENSMUSG00000049396	2214	12610	22399	43434	2703
Ogfr	ENSMUSG00000049401	20057	62166	135875	103211	35426
Cyp20a1	ENSMUSG00000049439	2880	20430	20624	48337	4359
Aff4	ENSMUSG00000049470	443	919	1269	4186	709
Ctu2	ENSMUSG00000049482	10700	51064	31798	124453	14087
Fam58b	ENSMUSG00000049489	1248	489	761	3279	3499
Dtx3l	ENSMUSG00000049502	6499	18058	53161	52326	17895
Spty2d1	ENSMUSG00000049516	5997	32820	12625	13350	12391
Rps23	ENSMUSG00000049517	107424	284942	611943	1990761	186099
Hist1h1a	ENSMUSG00000049539	1708042	1706757	621985	696166	1514742
Clip1	ENSMUSG00000049550	24769	60380	72735	96702	66888
Polr1a	ENSMUSG00000049553	4998	32471	24885	100230	9529
Ap5b1	ENSMUSG00000049562	1537	1829	2795	9505	831
Zfpm1	ENSMUSG00000049577	521	1393	1438	3244	658
Ccdc69	ENSMUSG00000049588	7142	1045	17307	14437	6789
Zbtb45	ENSMUSG00000049600	757	504	637	1383	201
Zfp644	ENSMUSG00000049606	476	996	704	1863	115
2310022A10Rik	ENSMUSG00000049643	2593	6286	15427	19404	16056
Bdp1	ENSMUSG00000049658	114	826	474	402	413
Aftph	ENSMUSG00000049659	520	8351	12008	15701	6292
Zbtb14	ENSMUSG00000049672	5750	13504	6089	1105	9976
Urgcp	ENSMUSG00000049680	487	1811	4111	3473	168
Orai1	ENSMUSG00000049686	2452	30106	20460	25047	5580
Trex1	ENSMUSG00000049734	3103	20376	67229	58058	6983
Zfp646	ENSMUSG00000049739	104	432	889	1190	482
Arhgap15	ENSMUSG00000049744	75741	27207	47140	48462	65616
Zfp280b	ENSMUSG00000049764	77	5332	2849	11407	587
Bag5	ENSMUSG00000049792	45093	27847	30159	82547	31490
Armcx4	ENSMUSG00000049804	143	90	3929	586	178
Suox	ENSMUSG00000049858	19300	19222	13508	36738	15506
Nlrc3	ENSMUSG00000049871	997	14	3189	2185	2215
Rlf	ENSMUSG00000049878	431	1745	2453	3479	324
Slc35c1	ENSMUSG00000049922	2870	2177	4944	2834	5205
H2afx	ENSMUSG00000049932	201940	236875	1267873	39134	562738
Pgrmc2	ENSMUSG00000049940	56168	184973	296628	309057	68034
Rpp38	ENSMUSG00000049950	13940	28682	16927	87240	9586
Ccdc137	ENSMUSG00000049957	9289	26755	45854	111621	19846
Mrps16	ENSMUSG00000049960	5233	13404	46212	237184	3290
Plekhf2	ENSMUSG00000049969	9947	14271	33014	33899	8525
Pitpnb	ENSMUSG00000050017	7730	65659	296220	192047	25361
Rap2c	ENSMUSG00000050029	23658	50725	99537	33288	91823
Tmx2	ENSMUSG00000050043	14266	14767	58963	54042	20092
Gpr171	ENSMUSG00000050075	1048	10868	2776	20175	69
Rspry1	ENSMUSG00000050079	544	1373	2773	2730	198
Tmc8	ENSMUSG00000050106	3389	1414	8221	2824	724
Gsg2	ENSMUSG00000050107	482	316	7995	3995	113
Ubqln2	ENSMUSG00000050148	625	1633	1770	18879	8242
Lsm10	ENSMUSG00000050188	9102	5212	27057	38497	8476
Snip1	ENSMUSG00000050213	15645	12199	41583	48981	14101
Pigm	ENSMUSG00000050229	1206	5899	2895	3916	1042
Heatr1	ENSMUSG00000050244	10355	76201	73870	166021	24801
D8Ertd82e	ENSMUSG00000050271	349	3142	761	6776	2762
Rictor	ENSMUSG00000050310	1707	4282	5930	5230	2695
Nsun3	ENSMUSG00000050312	78	410	135	201	83
Ndufaf6	ENSMUSG00000050323	1102	1485	4048	13259	1298
Lgals3	ENSMUSG00000050335	113	6389	1390648	1004	547
Rltpr	ENSMUSG00000050357	6968	13023	36941	29803	11178
Fbxo46	ENSMUSG00000050428	916	481	972	7761	707
Fam118b	ENSMUSG00000050471	2395	11049	22276	5643	1600
Hyls1	ENSMUSG00000050555	1164	278	482	969	434
Tor1aip2	ENSMUSG00000050565	420	4337	3930	4157	1138
Fam78a	ENSMUSG00000050592	5385	347	8063	1531	12501
Gpd1l	ENSMUSG00000050627	96097	56489	71070	194260	223396
Gpatch11	ENSMUSG00000050668	3091	462	11266	2488	1849
Prkaa1	ENSMUSG00000050697	38151	29695	59026	78069	33083
2310061I04Rik	ENSMUSG00000050705	2783	1593	12425	7417	2731
Ftl1	ENSMUSG00000050708	33288	426991	256015	923984	546600
Plekho2	ENSMUSG00000050721	4200	12872	42518	21563	24829
Vamp8	ENSMUSG00000050732	45972	49492	502031	65643	52831
B3galt6	ENSMUSG00000050796	3873	5058	19160	12681	2978
AI314180	ENSMUSG00000050812	7492	31196	132511	140982	9059
Atp5k	ENSMUSG00000050856	504795	75284	303133	334635	64941
Tatdn1	ENSMUSG00000050891	330	9297	13164	29696	5992
Zfp169	ENSMUSG00000050954	324	387	429	894	249
Prkca	ENSMUSG00000050965	16869	12078	14928	45831	20304
Gdpgp1	ENSMUSG00000050973	10534	1313	7641	8216	11463
Adgb	ENSMUSG00000050994	24	184	52	509	58
Pddc1	ENSMUSG00000051007	2105	23176	37661	62473	19382
Fbll1	ENSMUSG00000051062	298389	1006578	331299	800906	478970
Mblac2	ENSMUSG00000051098	4794	6007	4080	10020	9093
Gimap9	ENSMUSG00000051124	358057	388033	738329	478112	376211
Nat2	ENSMUSG00000051147	51117	51106	87728	97704	51598
Adnp	ENSMUSG00000051149	6545	22819	46585	30620	18172
Commd3	ENSMUSG00000051154	762	4551	73363	35864	13577
Rpusd3	ENSMUSG00000051169	499	1725	3342	24516	1174
Ercc6l	ENSMUSG00000051220	208	1936	27562	22248	317
Bzw1	ENSMUSG00000051223	252967	380300	609425	840438	148677
Jagn1	ENSMUSG00000051256	10251	870	2286	29100	25540
Usp42	ENSMUSG00000051306	97	1849	1537	7593	212
Taf7	ENSMUSG00000051316	12699	28239	22674	40698	21108
Nup160	ENSMUSG00000051329	14442	22606	54040	142693	30542
Spryd4	ENSMUSG00000051346	8433	22772	5692	31237	11493
Commd1	ENSMUSG00000051355	21189	26424	67677	69553	17127
Ywhag	ENSMUSG00000051391	483202	1198765	1770686	1009253	783052
Hspa14	ENSMUSG00000051396	38904	231955	347228	391048	75237
Ppp1r37	ENSMUSG00000051403	675	2664	1706	5103	762
Vamp7	ENSMUSG00000051412	6820	8321	39358	55915	8455
Plagl2	ENSMUSG00000051413	1109	2802	1858	5946	20
Fhad1	ENSMUSG00000051435	9672	14692	1966	21708	1313
Spn	ENSMUSG00000051457	206000	353083	674351	399461	402920
Cbr1	ENSMUSG00000051483	545824	538673	309642	456455	582025
Irf2bp2	ENSMUSG00000051495	3877	29508	48616	33573	20359
Wdfy4	ENSMUSG00000051506	75	1930	15	168	264
Rps19bp1	ENSMUSG00000051518	74436	260513	118993	450533	84489
Pusl1	ENSMUSG00000051557	3888	3703	4534	23026	3380
Mical3	ENSMUSG00000051586	659	201	7905	3270	73
Hist1h1e	ENSMUSG00000051627	5924425	5027789	4607805	3738769	7054297
B3gnt2	ENSMUSG00000051650	661	6832	5797	15151	58
Trim32	ENSMUSG00000051675	6067	19042	15144	52600	6715
Pcbp1	ENSMUSG00000051695	412500	1843889	1916674	2307288	700590
Senp8	ENSMUSG00000051705	1584	5352	4509	2099	2981
Rinl	ENSMUSG00000051735	1682	1692	21879	3216	3363
Ttn	ENSMUSG00000051747	35	88	187	145	91
Xrcc1	ENSMUSG00000051768	10005	16815	26687	42637	18016
Tubgcp6	ENSMUSG00000051786	785	713	4677	2901	2755
Tbc1d22a	ENSMUSG00000051864	2009	2714	6697	7441	1238
B3galtl	ENSMUSG00000051950	1252	1517	2032	4747	2031
Erich1	ENSMUSG00000051978	5801	7807	11187	27008	5590
Btla	ENSMUSG00000052013	5199	61433	6307	31707	5047
Klf13	ENSMUSG00000052040	23140	30529	63988	44112	45709
Zfp217	ENSMUSG00000052056	336	401	10135	2279	565
Dock8	ENSMUSG00000052085	51359	47764	108998	90938	69710
Rgs14	ENSMUSG00000052087	27136	28022	70413	32899	19205
Gnpda1	ENSMUSG00000052102	28045	16598	185919	60784	27069
Rbm12b2	ENSMUSG00000052137	4857	11441	9597	13313	5567
Bre	ENSMUSG00000052139	16206	26566	74883	62143	20012
Rasal3	ENSMUSG00000052142	66986	45929	256400	133725	69858
Ppp4r2	ENSMUSG00000052144	3968	82445	55598	114932	30830
Rps10	ENSMUSG00000052146	517933	865538	2000098	2649553	455988
Pld4	ENSMUSG00000052160	320	411	3142	890	228
Opa3	ENSMUSG00000052214	9245	8813	10942	20144	15850
Epx	ENSMUSG00000052234	115	948	5565	1612	833
Zfp622	ENSMUSG00000052253	18132	64530	62863	170351	28497
Taf9	ENSMUSG00000052293	3950	10009	15249	10457	5186
Ppp6r1	ENSMUSG00000052296	27977	74994	189726	197263	67979
Ltn1	ENSMUSG00000052299	3362	6553	31472	30176	35139
Hbb-bs	ENSMUSG00000052305	36905	243995	25370	44460	995161
Ankrd44	ENSMUSG00000052331	35564	48871	113979	81472	70454
Immt	ENSMUSG00000052337	58654	103074	114629	174410	76402
Actn2	ENSMUSG00000052374	2150	34760	531	6915	13734
Ezr	ENSMUSG00000052397	983637	1073659	2142446	932261	1065847
Rexo4	ENSMUSG00000052406	6655	18971	31381	37916	21135
Atf7	ENSMUSG00000052414	951	1440	3112	6862	1041
Tmco1	ENSMUSG00000052428	2865	42218	99929	35851	25649
Prmt1	ENSMUSG00000052429	212751	936981	549737	1667217	297950
Asna1	ENSMUSG00000052456	43038	52968	121168	220967	54024
Atp6v1a	ENSMUSG00000052459	71447	162139	312142	340747	86335
Cherp	ENSMUSG00000052488	18101	45449	95883	120327	34617
Nup188	ENSMUSG00000052533	10367	34190	40646	75847	15012
Gan	ENSMUSG00000052557	171	1432	6726	11595	633
Hist1h1d	ENSMUSG00000052565	73266	86615	160899	81663	224442
Hook2	ENSMUSG00000052566	144	2106	5304	5159	207
Adam17	ENSMUSG00000052593	2155	8491	15584	19821	1883
Rap1b	ENSMUSG00000052681	725931	1381979	1701392	3653849	1462875
Tnrc6a	ENSMUSG00000052707	81	2157	2617	5954	155
Map1b	ENSMUSG00000052727	301	76	445	1324	133
Suclg1	ENSMUSG00000052738	55104	44325	22806	25950	73058
Traf7	ENSMUSG00000052752	1095	2648	1700	6275	1048
Oas1a	ENSMUSG00000052776	7182	20084	9137	6489	11974
Nup107	ENSMUSG00000052798	38708	100285	132940	217745	57185
Atad2b	ENSMUSG00000052812	8098	5850	6838	12327	11926
Sae1	ENSMUSG00000052833	214692	281385	694372	762834	415535
Junb	ENSMUSG00000052837	1413	96555	15455	144074	2111
Prkcb	ENSMUSG00000052889	24065	52487	28217	81646	64144
Ubxn8	ENSMUSG00000052906	2151	4617	2799	9916	1235
Msl1	ENSMUSG00000052915	6187	10226	16338	1519	17239
Senp7	ENSMUSG00000052917	15344	8709	8562	11096	26754
Rnaseh2a	ENSMUSG00000052926	916	28965	57466	106046	20638
Mrpl35	ENSMUSG00000052962	2267	1361	10753	18754	432
Uba2	ENSMUSG00000052997	228482	218494	541822	745790	222980
Cd8b1	ENSMUSG00000053044	1002	1982	3200	344395	200159
Chmp3	ENSMUSG00000053119	6563	6937	19597	11987	5341
Supt7l	ENSMUSG00000053134	1029	5457	3795	2934	3870
Styx	ENSMUSG00000053205	351	383	1820	10522	267
Trmt1l	ENSMUSG00000053286	7469	33442	33680	59180	16347
Ddx10	ENSMUSG00000053289	10615	41034	28675	113497	18595
Rab4b	ENSMUSG00000053291	57934	54420	81029	84287	41370
Pom121	ENSMUSG00000053293	2433	11935	25393	25426	5404
Sec61b	ENSMUSG00000053317	148112	33647	813725	155512	1852
D10Jhu81e	ENSMUSG00000053329	88778	167852	160774	235404	625369
Dis3l2	ENSMUSG00000053333	10263	17125	18484	50505	10926
Phgdh	ENSMUSG00000053398	71061	392503	1184256	1212209	225378
Mapk14	ENSMUSG00000053436	40060	32296	250403	96401	28636
Thoc7	ENSMUSG00000053453	21474	115962	130538	180997	59716
Kdm3a	ENSMUSG00000053470	1612	7704	10090	20044	2494
Nrd1	ENSMUSG00000053510	22688	53090	82205	65691	20854
Cstf2t	ENSMUSG00000053536	847	34985	7361	30909	17005
Eif3k	ENSMUSG00000053565	15749	541608	460031	930499	109749
Rpia	ENSMUSG00000053604	21184	73976	83340	155131	29734
Sh3pxd2a	ENSMUSG00000053617	1413	749	353	1082	2141
Dennd4a	ENSMUSG00000053641	255	1653	6812	12250	1462
Aldh7a1	ENSMUSG00000053644	3826	26978	37676	30188	12482
Uck2	ENSMUSG00000053664	20677	128436	135271	411732	20273
Tmem39b	ENSMUSG00000053730	141	3328	3729	4235	168
Ptrh1	ENSMUSG00000053746	255	1643	6737	14716	854
Chd8	ENSMUSG00000053754	5176	10936	17045	21629	7662
Chchd3	ENSMUSG00000053768	85182	271728	332533	258382	296275
Ubxn7	ENSMUSG00000053774	583	15726	38241	29600	28541
Exoc6	ENSMUSG00000053799	3363	8787	9341	6679	3419
Grwd1	ENSMUSG00000053801	6712	57826	74248	327495	24900
Camk2d	ENSMUSG00000053819	30434	85701	31474	140215	52415
Nudcd3	ENSMUSG00000053838	6418	30314	39462	113986	13530
Txlna	ENSMUSG00000053841	13480	156383	217625	295940	32148
Srcap	ENSMUSG00000053877	1964	2350	5184	3896	1809
Ech1	ENSMUSG00000053898	13030	14579	50859	62231	17065
Mat2a	ENSMUSG00000053907	114195	541843	509938	1509381	191678
Nanp	ENSMUSG00000053916	26506	34088	51907	38463	27264
Cyhr1	ENSMUSG00000053929	5844	2650	14962	9578	2402
Cnn3	ENSMUSG00000053931	8578	111205	4753	108062	12750
Atf7ip	ENSMUSG00000053935	3447	6838	5243	15411	11116
Adnp2	ENSMUSG00000053950	450	962	702	2177	161
Tusc1	ENSMUSG00000054000	436	676	2516	938	290
Ndst1	ENSMUSG00000054008	279	534	2406	1379	953
Sirt5	ENSMUSG00000054021	5690	10361	8673	34584	12884
Nt5dc3	ENSMUSG00000054027	1269	9343	10254	32344	439
Ercc6	ENSMUSG00000054051	268	1830	1091	7049	577
Iigp1	ENSMUSG00000054072	19236	229714	497519	69327	11190
Utp18	ENSMUSG00000054079	40667	146986	131513	425287	43891
Syne3	ENSMUSG00000054150	8800	7669	93083	29357	14391
Gon4l	ENSMUSG00000054199	431	1947	2491	2995	557
Tprkb	ENSMUSG00000054226	6983	11529	38953	53289	30695
Fra10ac1	ENSMUSG00000054237	3447	6735	10435	16921	11649
Arfgap3	ENSMUSG00000054277	970	4035	26087	4660	2825
Prr14l	ENSMUSG00000054280	53	512	309	704	224
Eapp	ENSMUSG00000054302	2761	22092	5496	22040	4692
Cpsf3	ENSMUSG00000054309	43400	62324	94069	161887	74652
Mrps21	ENSMUSG00000054312	25424	24764	53576	37734	11808
Taf4b	ENSMUSG00000054321	404	1426	260	2194	456
Kcnn4	ENSMUSG00000054342	924	27647	14866	13634	5755
